**recip	**stress	**rhyme	**CMPD	**lyrics	**break
*M4/4	*M4/4	*M4/4	*M4/4	*M4/4	*M4/4
16	0	.	.	-der-	.
16.	1	.	.	-stand	.
32	0	.	.	My	3
=9	=9	=9	=9	=9	=9
8	1	.	.	man	.
8	0	.	.	got	.
16	1	.	.	know-	.
16	0	.	.	-ledge	.
16	0	.	.	of	.
8.	1	.	.	self	.
16	0	.	.	and	.
16	0	.	.	my	.
8	1	.	.	back	.
8	0	.	.	God	.
=10	=10	=10	=10	=10	=10
16	.	.	R	.	.
16	1	.	.	Find	3
16	0	.	.	out	.
16	0	.	.	to-	.
8	1	.	.	-day's	.
16	1	.	.	ma-	.
16	0	.	.	-the-	.
16	1	.	.	-ma-	.
16	0	.	.	-tics	.
16	0	.	.	when	.
16	0	.	.	that	.
8	1	.	.	Mac	.
16	0	.	.	go	.
16	0	.	.	off	.
=11	=11	=11	=11	=11	=11
16	.	.	R	.	.
16	0	.	.	My	3
16	1	.	.	tem-	.
16	0	.	.	-per	.
16	1	.	.	vo-	.
16	0	.	.	-la-	.
8	1	.	.	-tile	.
16	.	.	R	.	.
16	0	.	.	grew	3
16	1	.	.	up	.
16	0	.	.	a	.
16	1	.	.	vio-	.
16	0	.	.	-lent	.
8	1	.	.	child	.
=12	=12	=12	=12	=12	=12
8	.	.	R	.	.
16	1	.	.	Fuck	3
16	0	.	.	a	.
8	1	.	.	boy	.
8	1	.	.	scout	.
16	.	.	R	.	.
16	0	.	.	I'll	3
16	1	.	.	air	.
16	0	.	.	your	.
8	1	.	.	ass	.
8	1	.	.	out	.
=13	=13	=13	=13	=13	=13
8	.	.	R	.	.
16	1	.	.	Nig-	3
16	0	.	.	-ga	.
8	1	.	.	nice	.
8	1	.	.	chain	.
8	1	.	.	dice	.
8	1	.	.	game	.
16	1	.	.	try	.
16	0	.	.	your	.
8	1	.	.	luck	.
=14	=14	=14	=14	=14	=14
16	1	.	.	Shoot	3
16	0	.	.	a	.
16	1	.	.	cou-	.
16	0	.	.	-ple	.
8	1	.	.	head	.
8	1	.	.	cracks	.
8	1	.	.	leave	.
16	1	.	.	while	.
16	0	.	.	you	.
8	1	.	.	up	.
8	.	.	R	.	.
=15	=15	=15	=15	=15	=15
8.	.	.	R	.	.
32	1	.	.	I'm	3
32	0	.	.	a	.
8	1	.	.	fly	.
16	1	.	.	nig-	.
16	0	.	.	-ga	.
16	.	.	R	.	.
16	0	.	.	my	3
16	1	.	.	de-	.
16	0	.	.	-nim	.
8	1	.	.	vin-	.
16	0	.	.	-tage	.
16	1	.	.	Gold	3
=16	=16	=16	=16	=16	=16
16	1	.	.	me-	.
16	0	.	.	-dal	.
16	1	.	.	round	.
16	0	.	.	my	.
8	1	.	.	neck	.
16	1	.	.	like	.
16	0	.	.	I	.
16	1	.	.	won	.
16	1	.	.	the	.
16	0	.	.	O-	.
8	1	.	.	-lym-	.
16	0	.	.	-pics	.
8	.	.	R	.	.
*-	*-	*-	*-	*-	*-
!!!OTL:	HoldOn
!!!COM:	50Cent
!!!ARE:	New York
!!!RRD:	2014
