**recip	**stress	**rhyme	**CMPD	**lyrics	**break
*M4/4	*M4/4	*M4/4	*M4/4	*M4/4	*M4/4
16	1	.	.	got	.
16	0	.	.	my	.
16	0	.	.	dad-	.
16	0	.	.	-dy	.
16	1	.	.	locked	.
16	0	.	.	up	.
16	0	.	.	in	.
16	0	.	.	the	.
8	1	.	.	dog	.
8	0	.	.	pound	.
=11	=11	=11	=11	=11	=11
8.	.	.	R	.	.
16	0	.	.	Free	3
16	1	.	.	Phan-	.
16	0	.	.	-tom	.
8	0	.	.	though	.
16	1	.	.	let	2
16	0	.	.	all	.
16	0	.	.	of	.
16	0	.	.	my	.
8	1	.	.	dogs	.
8	0	.	.	out	.
=12	=12	=12	=12	=12	=12
8	.	.	R	.	.
16	0	.	.	We	3
16	0	.	.	gon'	.
16	1	.	.	pull	.
16	0	.	.	up	.
16	0	.	.	in	.
16	0	.	.	that	.
16	1	.	.	hoop-	.
16	0	.	.	-tie	.
16	0	.	.	like	.
16	0	.	.	we	.
8	1	.	.	cops	.
16	0	.	.	on	.
16	0	.	.	'em	.
=13	=13	=13	=13	=13	=13
8	.	.	R	.	.
16	0	.	.	With	3
16	0	.	.	the	.
8	1	.	.	six-	.
8	0	.	.	-teens	.
16	1	.	.	we	2
16	0	.	.	gon'	.
16	0	.	.	put	.
16	0	.	.	some	.
8	1	.	.	shots	.
16	0	.	.	on	.
16	0	.	.	em'	.
=14	=14	=14	=14	=14	=14
16	.	.	R	.	.
16	0	.	.	I	3
16	0	.	.	send	.
16	0	.	.	a	.
8	1	.	.	lil'	.
8	0	.	.	thot	.
16	.	.	R	.	.
16	0	.	.	to	3
16	0	.	.	send	.
16	0	.	.	the	.
8	1	.	.	drop	.
16	0	.	.	on	.
16	0	.	.	em'	.
=15	=15	=15	=15	=15	=15
8	.	.	R	.	.
16	0	.	.	She	3
16	0	.	.	gon'	.
16	1	.	.	call	.
16	0	.	.	me	.
16	0	.	.	up	.
16	0	.	.	and	.
16	1	.	.	I'm-	2
16	0	.	.	-ma	.
16	0	.	.	sick	.
16	0	.	.	the	.
8	1	.	.	hots	.
16	0	.	.	on	.
16	0	.	.	em'	.
*-	*-	*-	*-	*-	*-
!!!OTL:	HotNigga
!!!COM:	BobbyShmurda
!!!ARE:	New York
!!!RRD:	2014
