**recip	**stress	**rhyme	**CMPD	**lyrics	**break
*M4/4	*M4/4	*M4/4	*M4/4	*M4/4	*M4/4
16	0	.	.	I	3
16	1	.	.	let	.
=10	=10	=10	=10	=10	=10
8	0	.	.	you	.
16	1	.	.	go-	.
16	0	.	.	-ing	.
16	1	.	.	shop-	.
16	0	.	.	-ping	.
16	0	.	.	till	.
16	0	.	.	your	.
8	1	.	.	feet	.
16	0	.	.	get	.
8	1	.	.	ti-	.
16	0	.	.	-red	.
16	1	.	.	Then	3
16	0	.	.	a	.
=11	=11	=11	=11	=11	=11
8	.	.	R	.	.
8	1	.	.	new	.
8	1	.	.	Benz	.
16	1	.	.	just	.
16	0	.	.	for	.
8	1	.	.	you	.
16	0	.	.	to	.
8	1	.	.	ride	.
8	0	.	.	in	.
16	.	.	R	.	.
=12	=12	=12	=12	=12	=12
16	.	.	R	.	.
16	1	.	.	When	3
16	0	.	.	I	.
16	1	.	.	didn't	.
16	1	.	.	have	.
16	0	.	.	it	.
8	.	.	R	.	.
8	1	.	.	you	.
16	0	.	.	pro-	.
8	1	.	.	-vi-	.
8	0	.	.	-ded	.
16	.	.	R	.	.
=13	=13	=13	=13	=13	=13
16	.	.	R	.	.
16	0	.	.	Don't	3
16	1	.	.	be	.
16	0	.	.	sur-	.
16.	1	.	.	-prised	.
32	0	.	.	that	.
16	0	.	.	I	.
8	1	.	.	built	.
16	0	.	.	an	.
16	1	.	.	en-	.
16	0	.	.	-ter-	.
8	1	.	.	-prise	.
16	.	.	R	.	.
32	0	.	.	And	3
32	0	.	.	my	.
=14	=14	=14	=14	=14	=14
8	1	.	.	house	.
16	0	.	.	got	.
16	0	.	.	a	.
16	1	.	.	view	.
16	0	.	.	of	.
16	0	.	.	the	.
16	1	.	.	ci-	.
8	0	.	.	-ty	.
16	1	.	.	like	.
16	0	.	.	a	.
8	1	.	.	high-	.
8	0	.	.	-rise	.
=15	=15	=15	=15	=15	=15
4	.	.	R	.	.
16	.	.	R	.	.
16	1	.	.	I'm	3
8	0	.	.	just	.
16	1	.	.	tal-	.
16	0	.	.	-king	.
16	0	.	.	to	.
16	0	.	.	my	.
16	1	.	.	di-	.
16	0	.	.	-a-	.
8	0	.	.	-ry	.
=16	=16	=16	=16	=16	=16
4	.	.	R	.	.
16	.	.	R	.	.
16	1	.	.	I'm	3
8	0	.	.	just	.
16	1	.	.	tal-	.
16	0	.	.	-king	.
16	0	.	.	to	.
16	0	.	.	my	.
16	1	.	.	di-	.
16	0	.	.	-a-	.
8	0	.	.	-ry	.
*-	*-	*-	*-	*-	*-
!!!OTL:	TalkingtomyDiary
!!!COM:	Dr.Dre
!!!ARE:	LosAngeles
!!!RRD:	2015
